Island,CulmenLength,CulmenDepth,FlipperLength,BodyMass,Sex,Year,Species
0.0,1.1152836809664695,0.37906221943352514,0.05455490343598868,-0.5423213396764268,0,2.0,1.0
2.0,-0.8996726850434037,0.3517560114656028,-1.441795662746483,-0.6039063643891742,1,0.0,0.0
2.0,-1.5531720469925518,0.024081515850539626,-0.8005025629539951,-0.6654913891019217,0,1.0,0.0
0.0,-0.373242643473257,0.5702056752089786,-0.08795467429567529,-0.23439621611268957,1,1.0,0.0
0.0,-1.4805610067759802,0.48828705130521255,-0.871757351819827,-0.5423213396764268,0,0.0,0.0
0.0,1.4420333619410428,0.43367463536936884,-0.30171904089317125,-0.11122616668719468,1,0.0,1.0
1.0,0.15318739809688972,-1.1227792188021821,0.8383575809601405,1.0588893028550068,1,1.0,2.0
0.0,-1.643935847263267,0.13330634772222705,-0.8005025629539951,-0.973416512665659,0,1.0,0.0
1.0,1.0063671206416112,-0.6585736833475091,1.0521219475576364,0.6277941298657748,0,1.0,2.0
1.0,-1.1719640858555487,0.5155932592731349,-1.441795662746483,-1.1581715868039013,0,0.0,0.0
0.0,0.49808983912560645,-0.8497171391229625,0.9808671586918044,0.7509641792912696,0,2.0,2.0
1.0,-0.8815199249892605,1.0071050026957302,-0.37297382975900323,-0.11122616668719468,1,0.0,0.0
0.0,-0.5729230040688302,-0.22167435586075754,-1.014266929551491,-1.2813416362293961,0,1.0,1.0
2.0,-1.3353389263428355,0.37906221943352514,-1.014266929551491,-0.5423213396764268,0,1.0,0.0
0.0,1.2242002412913264,0.43367463536936884,0.6245932143626446,-0.1728111913999421,0,2.0,1.0
0.0,0.9882143605874679,0.43367463536936884,-0.08795467429567529,-0.5423213396764268,1,1.0,1.0
0.0,1.2423530013454696,0.4609808433372912,-0.37297382975900323,-0.8502464632401641,0,1.0,1.0
0.0,0.29840947853003447,-0.030530900085304076,-0.5867381963564992,-0.7886614385274167,0,2.0,1.0
0.0,-1.1538113258014053,0.3517560114656028,-1.5130504516123149,-0.7886614385274167,1,0.0,0.0
2.0,-1.3353389263428355,0.5155932592731349,-0.5867381963564992,-0.973416512665659,0,0.0,0.0
1.0,-1.5168665268842654,0.16061255569014937,0.05455490343598868,-0.8502464632401641,0,1.0,0.0
0.0,-1.0630475255306904,0.7067367150485884,-0.8005025629539951,-0.4191512902509319,1,2.0,0.0
0.0,0.20764567825931948,-0.2762867717966022,1.5509054696184603,2.1058347229717134,1,1.0,2.0
0.0,0.5343953592338929,-0.030530900085304076,-1.156776507283155,-0.6654913891019217,0,0.0,1.0
0.0,1.078978160858183,0.5702056752089786,-0.37297382975900323,-0.4191512902509319,1,0.0,1.0
2.0,-1.3534916863969786,0.10600013975430567,-1.156776507283155,-0.6654913891019217,0,0.0,0.0
0.0,-0.9541309652058335,-0.057837108053226415,-1.5130504516123149,-0.5423213396764268,1,0.0,0.0
1.0,0.18949291820517622,-0.7951047231871189,0.9808671586918044,0.935719253429512,1,0.0,2.0
0.0,-0.11910400271525527,-0.8224109311550407,1.1946315252893005,0.4430390557275324,0,2.0,2.0
2.0,-1.7165468874798386,-0.057837108053226415,-0.871757351819827,-1.2813416362293961,0,1.0,0.0
0.0,0.5707008793421795,-0.5220426435078993,0.9808671586918044,0.9049267410731382,0,2.0,2.0
1.0,0.8066867600460379,-0.9043295550588067,1.3371411030209643,1.3052294017059967,1,1.0,2.0
1.0,0.37102051874660624,-1.1500854267701044,0.6958480032284765,0.31986900630203746,0,0.0,2.0
2.0,-1.4261027266135504,-0.35820539570036725,-1.014266929551491,-0.8502464632401641,0,1.0,0.0
0.0,0.4617843190173212,13.540654459971904,-0.5867381963564992,-0.5423213396764268,0,0.0,1.0
1.0,0.37102051874660624,-0.6312674753795873,0.9808671586918044,1.0588893028550068,1,0.0,2.0
0.0,0.28025671847589123,0.5428994672410563,-0.5154834074906672,-0.8810389755965378,1,2.0,1.0
2.0,-1.2264223660179785,0.843267754888198,-0.15920946316150728,-0.5731138520328005,1,2.0,0.0
0.0,-1.1175058056931202,0.32444980349768143,-0.5867381963564992,-1.620059272149507,0,2.0,0.0
0.0,-0.5003119638522585,1.0071050026957302,-0.4442286186248352,0.19669895687654257,1,1.0,0.0
0.0,0.37102051874660624,0.21522497162599308,-1.655560029343979,-1.2197566115166487,0,0.0,1.0
0.0,0.44363155896317796,0.13330634772222705,-0.6579929852223312,-0.9118314879529115,0,0.0,1.0
2.0,-0.20986780298597027,0.05138772381846196,-0.37297382975900323,0.5662091051530272,1,1.0,0.0
0.0,2.131838243998476,0.6521242991127446,0.4108288477651486,-0.29598124082543703,0,2.0,1.0
1.0,1.078978160858183,-0.5766550594437431,1.3371411030209643,1.613154525269734,1,0.0,2.0
0.0,1.4601861219951862,-0.11244952398907011,2.049688991679284,1.613154525269734,0,2.0,2.0
1.0,1.169741961128898,-0.41281781163621145,1.4796506807526284,1.613154525269734,0,1.0,2.0
1.0,-0.9359782051516903,0.37906221943352514,-0.8005025629539951,-0.7886614385274167,0,1.0,0.0
0.0,1.2786585214537562,-0.24898056382867986,1.6934150473501244,1.2436443769932493,0,2.0,2.0
0.0,-0.13725676276939852,-0.9316357630267286,0.4820836366309806,0.4122465433711586,0,2.0,2.0
0.0,1.078978160858183,-0.41281781163621145,1.6221602584842922,1.366814426418744,1,2.0,2.0
2.0,-0.8815199249892605,0.597511883176901,-0.4442286186248352,0.5354165927966535,1,0.0,0.0
1.0,1.0426726407498965,-0.16706193992491383,2.049688991679284,1.7979095994079763,1,1.0,2.0
0.0,-0.2461733230942555,0.2425311795939154,-0.37297382975900323,-0.20360370375631584,1,2.0,0.0
0.0,0.625159159504608,-0.6585736833475091,1.1946315252893005,0.8741342287167645,0,2.0,2.0
1.0,0.8429922801543245,-0.6312674753795873,1.4796506807526284,1.366814426418744,1,0.0,2.0
1.0,0.40732603885489144,-0.44012401960413333,0.9808671586918044,0.9973042781422594,1,0.0,2.0
1.0,-1.5350192869384087,0.024081515850539626,0.0,-1.3121341485857698,0,2.0,0.0
1.0,1.078978160858183,-0.6039612674116654,1.1946315252893005,1.7979095994079763,0,0.0,2.0
1.0,0.08057635788031799,-0.8497171391229625,1.0521219475576364,-0.1728111913999421,0,0.0,2.0
1.0,-0.9178254450975469,0.3517560114656028,-1.156776507283155,-0.7270764138146691,1,2.0,0.0
1.0,0.3891732788007495,-0.7951047231871189,0.5533384254968126,0.6893791545785222,0,0.0,2.0
0.0,0.42547879890903473,-0.6585736833475091,1.0521219475576364,0.5662091051530272,0,1.0,2.0
1.0,-0.3187843633108285,1.0344112106636516,0.0,-0.11122616668719468,1,0.0,0.0
1.0,-0.3369371233649705,0.2971435955297591,-1.5130504516123149,-0.8502464632401641,0,0.0,0.0
1.0,-1.3897972065052653,-0.11244952398907011,-0.4442286186248352,-1.1273790744475276,0,0.0,0.0
0.0,-1.0630475255306904,0.1879187636580717,-1.156776507283155,-0.3575662655381845,1,0.0,0.0
0.0,1.4420333619410428,0.1879187636580717,-0.016699885429843308,-0.23439621611268957,1,0.0,1.0
1.0,0.9882143605874679,-0.3308991877324459,1.9784342028134523,1.9210796488334712,0,1.0,2.0
2.0,-1.1356585657472635,-0.08514331602114777,-1.0855217184173231,-1.1581715868039013,0,0.0,0.0
0.0,-1.5531720469925518,-0.3308991877324459,-0.4442286186248352,-1.096586562091154,0,1.0,0.0
0.0,-1.1175058056931202,0.32444980349768143,-2.0830887625389707,-1.3429266609421437,0,0.0,0.0
1.0,0.49808983912560645,-0.5493488514758212,0.9808671586918044,1.1204743275677542,1,0.0,2.0
2.0,-1.6076303271549803,-0.41281781163621145,-1.0855217184173231,-1.4660967103676386,0,2.0,0.0
1.0,0.7885339999918947,-0.767798515219197,0.8383575809601405,1.9826646735462186,1,0.0,2.0
1.0,-0.6999923244478304,0.7340429230165106,-0.08795467429567529,-0.32677375318181073,1,2.0,0.0
0.0,0.08057635788031799,-0.7404923072512751,0.9096123698259725,0.7509641792912696,0,2.0,2.0
0.0,0.8066867600460379,-0.6585736833475091,1.2658863141551324,0.7509641792912696,0,2.0,2.0
0.0,-0.7907561247185455,0.07869393178638333,-0.5867381963564992,-1.2813416362293961,0,2.0,0.0
2.0,-0.4095481635815435,0.5428994672410563,-0.23046425202733925,0.25828398158929,1,1.0,0.0
